PUBLISHER,BRAND_NAME,DISPLAY_CUSTOMER_TYPE,DISTINCT_MERCHANTS_AT_LOAD_TIME,ML_MODEL,BRAND_IMPRESSIONS,CONV_COUNT,TOTAL_AD_SPEND,REVENUE_PER_BRAND_IMPRESSION,CVR
INH Hair,Glamnetic,new_customer,1,bert4recs1,362,2,$40.00,$0.1105,0.5525%
Petunia Pickle Bottom,Snuggle Me Organic,new_customer,1,bert4recs1,362,1,$20.00,$0.0552,0.2762%
SeaVees,True Classic,new_customer,2,boost5,362,1,$45.00,$0.1243,0.2762%
Tower 28 Beauty,NEIWAI,new_customer,0,contextual,362,0,$0.00,$0.0000,0.0000%
Twillory,Amberjack,new_customer,3,boost5,362,1,$60.00,$0.1657,0.2762%
Baby Tula,wildwonder,new_customer,0,contextual,362,0,$0.00,$0.0000,0.0000%
Raskol Apparel,120/Life,new_customer,1,boost5,362,0,$0.00,$0.0000,0.0000%
Glamnetic,Laura Geller,new_customer,4,boost5,361,0,$0.00,$0.0000,0.0000%
M.M.LaFleur,Dagne Dover,new_customer,4,boost5,361,1,$30.00,$0.0831,0.2770%
Primally Pure,Caden Lane,new_customer,4,boost5,361,3,$84.00,$0.2327,0.8310%
Kosas Cosmetics,Glamnetic,new_customer,2,boost5,361,0,$0.00,$0.0000,0.0000%
Carve Designs,Laura Geller,new_customer,2,bert4recs1,361,0,$0.00,$0.0000,0.0000%
Caden Lane,Tubby Todd Bath Co.,new_customer,6,boost5,361,1,$10.00,$0.0277,0.2770%
Bobbie,Newton Baby,new_customer,2,boost5,361,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Moonglow,new_customer,0,,361,0,$0.00,$0.0000,0.0000%
Nanit,Lalo,new_customer,1,boost5,360,0,$0.00,$0.0000,0.0000%
Bobbie,Willow Pumps,new_customer,1,boost5,360,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Waterboy,new_customer,1,bert4recs1,360,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,AAVRANI,new_customer,0,contextual,423,0,$0.00,$0.0000,0.0000%
Newton Baby,Snuggle Me Organic,new_customer,3,boost5,360,2,$30.00,$0.0833,0.5556%
Posh Peanut,Newton Baby,new_customer,6,boost5,360,0,$0.00,$0.0000,0.0000%
MantraBand,Laura Geller,new_customer,2,bert4recs1,360,1,$15.00,$0.0417,0.2778%
Wondery,Caden Lane,new_customer,1,bert4recs1,359,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Lunya,new_customer,2,boost5,359,0,$0.00,$0.0000,0.0000%
Morphe,BlendJet,new_customer,2,boost5,359,0,$0.00,$0.0000,0.0000%
Bobbie,Monica & Andy Inc.,new_customer,0,contextual,359,0,$0.00,$0.0000,0.0000%
Little Words Project,Caden Lane,new_customer,3,bert4recs1,359,1,$32.00,$0.0891,0.2786%
Halfdays,Dagne Dover,new_customer,4,boost5,359,1,$30.00,$0.0836,0.2786%
Solly Baby,HATCH,new_customer,0,contextual,359,0,$0.00,$0.0000,0.0000%
Morphe,Liquid I.V.,new_customer,2,bert4recs1,359,0,$0.00,$0.0000,0.0000%
Little Words Project,Caden Lane,new_customer,4,boost5,359,2,$64.00,$0.1783,0.5571%
Tubby Todd Bath Co.,Caden Lane,returning_customer,7,bert4recs1,358,8,$160.00,$0.4469,2.2346%
Tower 28 Beauty,Girlfriend Collective,new_customer,2,boost5,358,0,$0.00,$0.0000,0.0000%
Curie,Laura Geller,new_customer,2,boost5,358,1,$15.00,$0.0419,0.2793%
Moonglow,Caden Lane,new_customer,0,contextual,358,0,$0.00,$0.0000,0.0000%
Tushbaby,Lunya,new_customer,2,boost5,358,0,$0.00,$0.0000,0.0000%
120/Life,Lunya,new_customer,1,boost5,358,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Tushbaby,new_customer,3,boost5,358,0,$0.00,$0.0000,0.0000%
Dr. Squatch,wildwonder,new_customer,1,contextual,406,0,$0.00,$0.0000,0.0000%
Liquid I.V.,MANSCAPED,new_customer,3,boost5,358,0,$0.00,$0.0000,0.0000%
Dagne Dover,Little Words Project,new_customer,2,boost5,358,0,$0.00,$0.0000,0.0000%
Beyond Polish,Sol de Janeiro,new_customer,3,boost5,357,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,SENREVE,new_customer,2,boost5,400,0,$0.00,$0.0000,0.0000%
Blueland,Lunya,new_customer,3,boost5,357,0,$0.00,$0.0000,0.0000%
Dr. Squatch,Liquid I.V.,new_customer,4,boost5,404,0,$0.00,$0.0000,0.0000%
EVER Skincare,Laura Geller,new_customer,1,bert4recs1,356,0,$0.00,$0.0000,0.0000%
Bobbie,Caden Lane,new_customer,4,boost5,356,1,$32.00,$0.0899,0.2809%
For Days,Laura Geller,new_customer,4,boost5,356,3,$45.00,$0.1264,0.8427%
Thorlos,M.M.LaFleur,new_customer,1,boost5,356,0,$0.00,$0.0000,0.0000%
Laura Geller,Newton Baby,new_customer,2,bert4recs1,645,0,$0.00,$0.0000,0.0000%
Bala,Lunya,new_customer,1,boost5,356,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Caden Lane,lapsed_customer,5,bert4recs1,355,2,$40.00,$0.1127,0.5634%
Morphe,Dagne Dover,new_customer,1,boost5,355,0,$0.00,$0.0000,0.0000%
Solly Baby,Tula Skincare,new_customer,1,boost5,355,0,$0.00,$0.0000,0.0000%
Liquid I.V.,DEUX,new_customer,0,contextual,355,0,$0.00,$0.0000,0.0000%
Laura Geller,Dagne Dover,new_customer,2,bert4recs1,640,0,$0.00,$0.0000,0.0000%
Shinesty,Dr. Squatch,new_customer,1,bert4recs1,354,0,$0.00,$0.0000,0.0000%
Newton Baby,Caden Lane,new_customer,1,contextual,354,2,$64.00,$0.1808,0.5650%
Sol de Janeiro,Volcom,new_customer,1,bert4recs1,405,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Tubby Todd Bath Co.,new_customer,6,boost5,354,3,$30.00,$0.0847,0.8475%
Manduka,Sol de Janeiro,new_customer,2,boost5,353,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,LIVELY,new_customer,3,boost5,388,0,$0.00,$0.0000,0.0000%
Laura Geller,MANSCAPED,new_customer,4,contextual,634,0,$0.00,$0.0000,0.0000%
Needed,Newton Baby,new_customer,0,contextual,353,0,$0.00,$0.0000,0.0000%
Kopari,Foria,new_customer,0,contextual,353,0,$0.00,$0.0000,0.0000%
Faherty Brand,Wolf & Shepherd,new_customer,5,boost5,353,0,$0.00,$0.0000,0.0000%
Tushbaby,Liquid I.V.,new_customer,2,bert4recs1,353,0,$0.00,$0.0000,0.0000%
Vegamour,BlendJet,new_customer,2,bert4recs1,353,0,$0.00,$0.0000,0.0000%
Bad Birdie,True Classic,new_customer,2,bert4recs1,352,0,$0.00,$0.0000,0.0000%
Muslin Comfort,NOMAD Grills,new_customer,2,boost5,352,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Liquid I.V.,new_customer,6,boost5,386,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Nanit,new_customer,1,boost5,513,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Tula Skincare,new_customer,3,bert4recs1,352,0,$0.00,$0.0000,0.0000%
Newton Baby,MANSCAPED,new_customer,1,contextual,352,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Nanit,new_customer,3,bert4recs1,351,3,$150.00,$0.4274,0.8547%
Hedley & Bennett,Snibbs,new_customer,1,boost5,351,1,$40.00,$0.1140,0.2849%
Monica & Andy Inc.,Lunya,new_customer,2,boost5,351,0,$0.00,$0.0000,0.0000%
M.M.LaFleur,Dagne Dover,new_customer,1,bert4recs1,351,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,Liquid I.V.,new_customer,3,boost5,351,0,$0.00,$0.0000,0.0000%
Laura Geller,Sol de Janeiro,new_customer,7,boost5,631,0,$0.00,$0.0000,0.0000%
Glamnetic,M.M.LaFleur,new_customer,2,boost5,351,0,$0.00,$0.0000,0.0000%
Wolf & Shepherd,BlendJet,new_customer,1,boost5,351,0,$0.00,$0.0000,0.0000%
Kosas Cosmetics,ARMRA Colostrum™,new_customer,1,boost5,351,0,$0.00,$0.0000,0.0000%
Bokksu Market,Laura Geller,new_customer,0,contextual,351,0,$0.00,$0.0000,0.0000%
Primally Pure,Liquid I.V.,new_customer,3,bert4recs1,351,0,$0.00,$0.0000,0.0000%
Beekman 1802,M.M.LaFleur,new_customer,3,boost5,351,0,$0.00,$0.0000,0.0000%
Olive & June,Sol de Janeiro,new_customer,1,contextual,351,0,$0.00,$0.0000,0.0000%
Nood,Laura Geller,new_customer,1,boost5,351,0,$0.00,$0.0000,0.0000%
BlendJet,Licorice,new_customer,1,bert4recs1,351,0,$0.00,$0.0000,0.0000%
Dagne Dover,True Classic,new_customer,3,boost5,350,0,$0.00,$0.0000,0.0000%
Laura Geller,Caden Lane,new_customer,5,bert4recs1,615,0,$0.00,$0.0000,0.0000%
ARMRA Colostrum™,Sol de Janeiro,new_customer,0,contextual,350,0,$0.00,$0.0000,0.0000%
Bokksu Market,Le Monde Gourmand,new_customer,0,contextual,350,0,$0.00,$0.0000,0.0000%
Olive & June,Tula Skincare,new_customer,3,bert4recs1,350,0,$0.00,$0.0000,0.0000%
Olive & June,Lunya,new_customer,5,boost5,350,0,$0.00,$0.0000,0.0000%
MantraBand,Laura Geller,new_customer,3,boost5,350,0,$0.00,$0.0000,0.0000%
Posh Peanut,Nanit,new_customer,7,boost5,350,0,$0.00,$0.0000,0.0000%
Muslin Comfort,Liquid I.V.,new_customer,1,boost5,350,0,$0.00,$0.0000,0.0000%
jane iredale,Caden Lane,new_customer,2,bert4recs1,350,0,$0.00,$0.0000,0.0000%
Laura Geller,Sol de Janeiro,new_customer,1,bert4recs1,717,0,$0.00,$0.0000,0.0000%
Hello Cake,MANSCAPED,new_customer,1,bert4recs1,349,0,$0.00,$0.0000,0.0000%
Kosas Cosmetics,LIVELY,new_customer,1,boost5,349,0,$0.00,$0.0000,0.0000%
Andie,Vegamour,new_customer,1,boost5,349,0,$0.00,$0.0000,0.0000%
Maverick & Co.,Twillory,new_customer,1,boost5,349,0,$0.00,$0.0000,0.0000%
Tushbaby,Snuggle Me Organic,new_customer,3,boost5,349,0,$0.00,$0.0000,0.0000%
Opopop,NOMAD Grills,new_customer,2,boost5,348,0,$0.00,$0.0000,0.0000%
Wolf & Shepherd,NOMAD Grills,new_customer,3,boost5,348,0,$0.00,$0.0000,0.0000%
Posh Peanut,Willow Pumps,new_customer,5,boost5,348,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Snuggle Me Organic,returning_customer,4,bert4recs1,348,1,$10.00,$0.0287,0.2874%
Bobbie,Caden Lane,new_customer,4,bert4recs1,348,1,$32.00,$0.0920,0.2874%
Olive & June,Dollar Shave Club,new_customer,1,boost5,348,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Divi,new_customer,1,boost5,348,1,$50.00,$0.1437,0.2874%
Laura Geller,Lollipetals,new_customer,2,contextual,595,0,$0.00,$0.0000,0.0000%
Wolf & Shepherd,True Classic,new_customer,3,boost5,347,3,$135.00,$0.3890,0.8646%
Amberjack,Thorlos,new_customer,0,contextual,347,0,$0.00,$0.0000,0.0000%
True Botanicals,Manduka,new_customer,1,bert4recs1,347,0,$0.00,$0.0000,0.0000%
Hedley & Bennett,Liquid I.V.,new_customer,2,boost5,346,0,$0.00,$0.0000,0.0000%
Le Mini Macaron,Laura Geller,new_customer,2,bert4recs1,346,0,$0.00,$0.0000,0.0000%
MantraBand,Character Home,new_customer,2,boost5,346,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Explorer Cold Brew,new_customer,2,,346,0,$0.00,$0.0000,0.0000%
NEIWAI,Dagne Dover,new_customer,1,bert4recs1,346,0,$0.00,$0.0000,0.0000%
Twillory,Dr. Squatch,new_customer,2,boost5,346,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Glamnetic,new_customer,0,lookalike,345,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Morphe,new_customer,3,boost5,345,0,$0.00,$0.0000,0.0000%
Morphe,Vegamour,new_customer,1,contextual,345,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Glamnetic,new_customer,2,boost5,345,0,$0.00,$0.0000,0.0000%
Caden Lane,Bodily,new_customer,4,boost5,345,0,$0.00,$0.0000,0.0000%
Little Words Project,Branch,new_customer,0,contextual,345,0,$0.00,$0.0000,0.0000%
Olive & June,M.M.LaFleur,new_customer,4,boost5,345,0,$0.00,$0.0000,0.0000%
Petunia Pickle Bottom,Willow Pumps,new_customer,1,bert4recs1,345,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Caden Lane,new_customer,1,contextual,402,0,$0.00,$0.0000,0.0000%
Sprout Living,NOMAD Grills,new_customer,1,boost5,344,0,$0.00,$0.0000,0.0000%
Tula Skincare,Lunya,new_customer,2,boost5,344,0,$0.00,$0.0000,0.0000%
Nuudii System,Vegamour,new_customer,0,contextual,344,0,$0.00,$0.0000,0.0000%
Faherty Brand,esmi Skin Minerals,new_customer,1,boost5,344,0,$0.00,$0.0000,0.0000%
Licorice,Character Home,new_customer,1,boost5,344,0,$0.00,$0.0000,0.0000%
Le Mini Macaron,BlendJet,new_customer,1,boost5,343,0,$0.00,$0.0000,0.0000%
Opopop,NOMAD Grills,new_customer,1,boost5,343,0,$0.00,$0.0000,0.0000%
Ritual Zero Proof,Dr. Squatch,new_customer,0,contextual,343,0,$0.00,$0.0000,0.0000%
Divi,Laura Geller,new_customer,1,bert4recs1,343,0,$0.00,$0.0000,0.0000%
Bobbie,Dagne Dover,new_customer,1,boost5,343,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Snuggle Me Organic,returning_customer,6,boost5,343,1,$10.00,$0.0292,0.2915%
Dagne Dover,Vegamour,new_customer,3,boost5,343,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Tula Skincare,new_customer,3,bert4recs1,343,1,$50.00,$0.1458,0.2915%
Dagne Dover,Lunya,new_customer,4,boost5,343,0,$0.00,$0.0000,0.0000%
Fuse Lenses,True Classic,new_customer,2,boost5,342,1,$45.00,$0.1316,0.2924%
Tower 28 Beauty,Little Words Project,new_customer,1,boost5,342,0,$0.00,$0.0000,0.0000%
cbdMD,Lunya,new_customer,2,boost5,342,0,$0.00,$0.0000,0.0000%
Morphe,Kopari,new_customer,0,contextual,342,0,$0.00,$0.0000,0.0000%
Blueland,Liquid I.V.,new_customer,1,boost5,342,0,$0.00,$0.0000,0.0000%
Nood,True Classic,new_customer,2,boost5,342,0,$0.00,$0.0000,0.0000%
Glamnetic,Liquid I.V.,new_customer,4,boost5,342,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,Sol de Janeiro,new_customer,1,contextual,342,0,$0.00,$0.0000,0.0000%
RiotSociety.com,JACK HENRY,new_customer,0,,342,0,$0.00,$0.0000,0.0000%
D.S. & Durga,NOMAD Grills,new_customer,1,boost5,341,0,$0.00,$0.0000,0.0000%
For Days,Liquid I.V.,new_customer,3,bert4recs1,341,0,$0.00,$0.0000,0.0000%
jane iredale,Caraway,new_customer,2,bert4recs1,341,0,$0.00,$0.0000,0.0000%
Dreamland Baby,BlendJet,new_customer,1,bert4recs1,341,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Liquid I.V.,new_customer,4,bert4recs1,366,0,$0.00,$0.0000,0.0000%
Beyond Polish,Vegamour,new_customer,1,contextual,341,0,$0.00,$0.0000,0.0000%
Billy Reid,Laura Geller,new_customer,1,bert4recs1,341,0,$0.00,$0.0000,0.0000%
Beyond Polish,Sol de Janeiro,new_customer,1,contextual,341,0,$0.00,$0.0000,0.0000%
Nood,Vegamour,new_customer,1,bert4recs1,341,0,$0.00,$0.0000,0.0000%
Dollar Shave Club,Laura Geller,new_customer,4,boost5,341,2,$30.00,$0.0880,0.5865%
Foria,Shinesty,new_customer,1,bert4recs1,340,0,$0.00,$0.0000,0.0000%
ByHeart,Snuggle Me Organic,new_customer,0,lookalike,340,0,$0.00,$0.0000,0.0000%
Sunday Citizen,NOMAD Grills,new_customer,4,boost5,340,0,$0.00,$0.0000,0.0000%
Ancient Nutrition,Dr. Squatch,new_customer,2,bert4recs1,340,1,$1.00,$0.0029,0.2941%
Snibbs,True Classic,new_customer,1,boost5,340,0,$0.00,$0.0000,0.0000%
Tower 28 Beauty,LIVELY,new_customer,1,bert4recs1,340,0,$0.00,$0.0000,0.0000%
Pretzels.com,Dr. Squatch,new_customer,2,boost5,340,1,$25.00,$0.0735,0.2941%
Little Words Project,Tula Skincare,new_customer,2,bert4recs1,340,0,$0.00,$0.0000,0.0000%
Foria,Shinesty,new_customer,1,boost5,340,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Lunya,new_customer,4,boost5,340,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Modern Picnic,new_customer,1,boost5,389,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,SolaWave,new_customer,1,boost5,367,0,$0.00,$0.0000,0.0000%
INH Hair,Morphe,new_customer,1,bert4recs1,339,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Tula Skincare,new_customer,4,boost5,339,0,$0.00,$0.0000,0.0000%
Amberjack,Dr. Squatch,new_customer,0,contextual,339,0,$0.00,$0.0000,0.0000%
Willow Pumps,Liquid I.V.,new_customer,2,boost5,339,0,$0.00,$0.0000,0.0000%
Tushbaby,ezpz,new_customer,1,bert4recs1,339,0,$0.00,$0.0000,0.0000%
Laura Geller,Oradina,new_customer,2,boost5,588,0,$0.00,$0.0000,0.0000%
Lalabu,Caden Lane,new_customer,1,boost5,338,1,$32.00,$0.0947,0.2959%
Morphe,Common Era Jewelry,new_customer,1,boost5,338,0,$0.00,$0.0000,0.0000%
Ritual Zero Proof,Dr. Squatch,new_customer,1,boost5,338,0,$0.00,$0.0000,0.0000%
Posh Peanut,Ruggish Co.,new_customer,4,boost5,338,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Dreamland Baby,new_customer,1,,338,0,$0.00,$0.0000,0.0000%
Molekule,NOMAD Grills,new_customer,2,boost5,338,0,$0.00,$0.0000,0.0000%
Halfdays,Oradina,new_customer,2,boost5,338,0,$0.00,$0.0000,0.0000%
True Botanicals,Character Home,new_customer,4,boost5,338,0,$0.00,$0.0000,0.0000%
The Plug Drink,NOMAD Grills,new_customer,1,boost5,338,0,$0.00,$0.0000,0.0000%
Birthdate Co.,Moonglow,new_customer,0,,338,0,$0.00,$0.0000,0.0000%
Halfdays,Dagne Dover,new_customer,2,bert4recs1,337,1,$30.00,$0.0890,0.2967%
Needed,Caden Lane,new_customer,2,bert4recs1,337,0,$0.00,$0.0000,0.0000%
MantraBand,Liquid I.V.,new_customer,0,contextual,337,0,$0.00,$0.0000,0.0000%
Wildfang,MANSCAPED,new_customer,0,contextual,337,0,$0.00,$0.0000,0.0000%
cbdMD,Dr. Squatch,new_customer,1,bert4recs1,337,0,$0.00,$0.0000,0.0000%
Bobbie,Tubby Todd Bath Co.,new_customer,5,boost5,337,0,$0.00,$0.0000,0.0000%
Tushbaby,Beyond Polish,new_customer,1,contextual,337,0,$0.00,$0.0000,0.0000%
Solly Baby,Vegamour,new_customer,1,boost5,337,0,$0.00,$0.0000,0.0000%
Volcom,Dr. Squatch,new_customer,2,bert4recs1,337,0,$0.00,$0.0000,0.0000%
Nood,M.M.LaFleur,new_customer,2,boost5,337,0,$0.00,$0.0000,0.0000%
Bodily,Monica & Andy Inc.,new_customer,0,contextual,337,1,$45.00,$0.1335,0.2967%
Licorice,NOMAD Grills,new_customer,4,boost5,337,0,$0.00,$0.0000,0.0000%
Baby Tula,Liquid I.V.,new_customer,1,boost5,337,0,$0.00,$0.0000,0.0000%
Liquid I.V.,MAXPRO Fitness,new_customer,1,boost5,336,0,$0.00,$0.0000,0.0000%
Ritual Zero Proof,Caden Lane,new_customer,1,boost5,336,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Lalo,new_customer,1,,336,0,$0.00,$0.0000,0.0000%
BlendJet,True Botanicals,new_customer,1,contextual,336,0,$0.00,$0.0000,0.0000%
Ritual Zero Proof,Character Home,new_customer,1,boost5,336,0,$0.00,$0.0000,0.0000%
jane iredale,M.M.LaFleur,new_customer,3,boost5,336,0,$0.00,$0.0000,0.0000%
Hedley & Bennett,Girlfriend Collective,new_customer,0,contextual,336,0,$0.00,$0.0000,0.0000%
Serenity Kids,Caden Lane,new_customer,0,contextual,336,0,$0.00,$0.0000,0.0000%
Amberjack,True Classic,new_customer,2,bert4recs1,335,0,$0.00,$0.0000,0.0000%
Blueland,Dr. Squatch,new_customer,1,bert4recs1,335,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,BlendJet,new_customer,1,boost5,435,0,$0.00,$0.0000,0.0000%
The CrunchCup,Pretzels.com,new_customer,0,contextual,335,1,$25.00,$0.0746,0.2985%
Spyder,Shinesty,new_customer,1,,335,0,$0.00,$0.0000,0.0000%
True Botanicals,Carve Designs,new_customer,1,bert4recs1,335,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Dagne Dover,new_customer,2,bert4recs1,335,0,$0.00,$0.0000,0.0000%
Caraway,Caden Lane,new_customer,1,boost5,335,2,$52.00,$0.1552,0.5970%
Raskol Apparel,My Medic,new_customer,1,boost5,334,0,$0.00,$0.0000,0.0000%
Amberjack,Dr. Squatch,new_customer,2,boost5,334,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Beyond Polish,new_customer,1,bert4recs1,334,0,$0.00,$0.0000,0.0000%
Snuggle Me Organic,Dagne Dover,new_customer,2,boost5,334,1,$30.00,$0.0898,0.2994%
Posh Peanut,Tushbaby,new_customer,6,boost5,334,0,$0.00,$0.0000,0.0000%
Once Upon a Farm,Tubby Todd Bath Co.,new_customer,1,boost5,334,1,$10.00,$0.0299,0.2994%
Liquid I.V.,Ursa Major,new_customer,0,lookalike,334,0,$0.00,$0.0000,0.0000%
Solly Baby,Tubby Todd Bath Co.,new_customer,3,boost5,334,5,$50.00,$0.1497,1.4970%
Laura Geller,Koio,new_customer,0,lookalike,716,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Tula Skincare,new_customer,3,boost5,333,1,$50.00,$0.1502,0.3003%
M.M.LaFleur,SENREVE,new_customer,4,boost5,333,0,$0.00,$0.0000,0.0000%
SeaVees,NOMAD Grills,new_customer,2,boost5,333,0,$0.00,$0.0000,0.0000%
Caden Lane,Lalo,new_customer,3,boost5,333,2,$30.00,$0.0901,0.6006%
Opopop,BlendJet,new_customer,1,boost5,333,0,$0.00,$0.0000,0.0000%
Laura Geller,Kopari,new_customer,6,boost5,578,0,$0.00,$0.0000,0.0000%
Licorice,Liquid I.V.,new_customer,1,boost5,333,0,$0.00,$0.0000,0.0000%
Olive & June,Sol de Janeiro,new_customer,4,boost5,333,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,HATCH,new_customer,1,boost5,333,0,$0.00,$0.0000,0.0000%
Dreamland Baby,M.M.LaFleur,new_customer,1,boost5,332,0,$0.00,$0.0000,0.0000%
Caden Lane,SENREVE,new_customer,2,boost5,332,0,$0.00,$0.0000,0.0000%
Little Words Project,Tubby Todd Bath Co.,new_customer,2,boost5,332,4,$40.00,$0.1205,1.2048%
For Days,Laura Geller,new_customer,3,bert4recs1,332,0,$0.00,$0.0000,0.0000%
Bodily,Tubby Todd Bath Co.,new_customer,4,boost5,332,3,$30.00,$0.0904,0.9036%
Laura Geller,Kopari,new_customer,1,boost5,679,0,$0.00,$0.0000,0.0000%
The Secure Mat,MANSCAPED,new_customer,0,contextual,332,0,$0.00,$0.0000,0.0000%
jane iredale,Liquid I.V.,new_customer,1,boost5,332,0,$0.00,$0.0000,0.0000%
True Botanicals,Lunya,new_customer,6,boost5,331,0,$0.00,$0.0000,0.0000%
Curie,Laura Geller,new_customer,1,bert4recs1,331,0,$0.00,$0.0000,0.0000%
jane iredale,Lunya,new_customer,3,boost5,331,0,$0.00,$0.0000,0.0000%
Girlfriend Collective,Liquid I.V.,new_customer,2,boost5,331,0,$0.00,$0.0000,0.0000%
Needed,Tubby Todd Bath Co.,new_customer,2,boost5,331,0,$0.00,$0.0000,0.0000%
Blueland,True Classic,new_customer,3,boost5,331,0,$0.00,$0.0000,0.0000%
Fable Home,NOMAD Grills,new_customer,3,boost5,331,0,$0.00,$0.0000,0.0000%
jane iredale,Sol de Janeiro,new_customer,1,boost5,331,0,$0.00,$0.0000,0.0000%
Tubby Todd Bath Co.,Newton Baby,new_customer,7,boost5,331,1,$3.00,$0.0091,0.3021%
Faherty Brand,Laura Geller,new_customer,6,boost5,330,0,$0.00,$0.0000,0.0000%
FullWell,Tini Lux,new_customer,0,,330,0,$0.00,$0.0000,0.0000%
jot,Beyond Polish,new_customer,0,contextual,330,0,$0.00,$0.0000,0.0000%
Laura Geller,Divi,new_customer,4,boost5,573,0,$0.00,$0.0000,0.0000%
Buffbunny Collection,Caden Lane,new_customer,1,contextual,330,0,$0.00,$0.0000,0.0000%
Laura Geller,Glamnetic,new_customer,1,bert4recs1,657,0,$0.00,$0.0000,0.0000%
Bobbie,Tubby Todd Bath Co.,new_customer,4,boost5,330,0,$0.00,$0.0000,0.0000%
Tushbaby,Newton Baby,new_customer,3,boost5,330,0,$0.00,$0.0000,0.0000%
Laura Geller,Caden Lane,new_customer,2,contextual,568,0,$0.00,$0.0000,0.0000%
Vegamour,Caden Lane,new_customer,1,boost5,330,0,$0.00,$0.0000,0.0000%
Lalo,Caden Lane,new_customer,0,contextual,330,0,$0.00,$0.0000,0.0000%
Glamnetic,Character Home,new_customer,1,boost5,330,0,$0.00,$0.0000,0.0000%
SACHEU Beauty,Glamnetic,new_customer,1,bert4recs1,330,0,$0.00,$0.0000,0.0000%
Beginning Boutique,Beyond Polish,new_customer,1,boost5,330,0,$0.00,$0.0000,0.0000%
Monica & Andy Inc.,Lunya,new_customer,3,boost5,329,0,$0.00,$0.0000,0.0000%
SACHEU Beauty,Sol de Janeiro,new_customer,0,contextual,329,0,$0.00,$0.0000,0.0000%
ARMRA Colostrum™,Dr. Squatch,new_customer,0,contextual,329,0,$0.00,$0.0000,0.0000%
jot,True Classic,new_customer,1,bert4recs1,329,0,$0.00,$0.0000,0.0000%
Le Monde Gourmand,Laura Geller,new_customer,1,boost5,329,0,$0.00,$0.0000,0.0000%
ARMRA Colostrum™,Laura Geller,new_customer,1,contextual,329,0,$0.00,$0.0000,0.0000%
Willow Pumps,Tushbaby,new_customer,1,bert4recs1,329,0,$0.00,$0.0000,0.0000%
SolaWave,Vegamour,new_customer,2,boost5,329,0,$0.00,$0.0000,0.0000%
Lalo,Solly Baby,new_customer,1,bert4recs1,329,0,$0.00,$0.0000,0.0000%
Winky Lux,Sol de Janeiro,new_customer,1,boost5,329,0,$0.00,$0.0000,0.0000%
ARMRA Colostrum™,Lunya,new_customer,3,boost5,328,0,$0.00,$0.0000,0.0000%
Willow Pumps,Dreamland Baby,new_customer,1,boost5,328,0,$0.00,$0.0000,0.0000%
Hedley & Bennett,MANSCAPED,new_customer,1,contextual,328,0,$0.00,$0.0000,0.0000%
Manduka,Branch,new_customer,1,bert4recs1,328,0,$0.00,$0.0000,0.0000%
Dreamland Baby,Divi,new_customer,1,boost5,328,1,$50.00,$0.1524,0.3049%
Foria,Lunya,new_customer,2,boost5,328,0,$0.00,$0.0000,0.0000%
SolaWave,Laura Geller,new_customer,3,boost5,328,0,$0.00,$0.0000,0.0000%
Sol de Janeiro,Thorlos,new_customer,0,contextual,365,0,$0.00,$0.0000,0.0000%
Dagne Dover,Laura Geller,new_customer,4,boost5,328,3,$45.00,$0.1372,0.9146%
