PUBLISHER_NAME,BRAND_NAME,BRAND_IMPRESSIONS,AVG_CPA,AVG_CPO,CONV_COUNT,TOTAL_AD_SPEND
DEUX,My Girl Wellness,315,,,0,0.00
Coterie,Luca Faloni,2,,,0,0.00
Electric Picks Jewelry,BelliWelli,4,,,0,0.00
Pulp Pantry,Sijo,8,,,0,0.00
Divi,Modern Picnic,1,,,0,0.00
UNTUCKit STAGING,cbdMD,9,,,0,0.00
Snowyskin,LuminAID,1,,,0,0.00
MAXPRO Fitness,Dreamland Baby,229,,,0,0.00
World Wide Stereo,Tiege Hanley,1,,,0,0.00
Carve Designs,Softies,4,,,0,0.00
Coco Moon,Hedley & Bennett,92,,,0,0.00
Gathre,SENREVE,3,,,0,0.00
Banza,Lalo,3,,,0,0.00
AAVRANI,WP Standard,2,,,0,0.00
Beekman 1802,Outer Aisle,35,,,0,0.00
Create,CanDo,7,,,0,0.00
Covey Skincare,Fable Home,6,,,0,0.00
Afloral,Juna,6,,,0,0.00
Joanna Vargas Skincare,Giapenta,2,,,0,0.00
Munk Pack,Modern Picnic,3,,,0,0.00
Pretzels.com,IVL Collective,1,,,0,0.00
iloveplum,Dreamland Baby,11,,,0,0.00
Giften Market,Modern Fuel,5,,,0,0.00
Sparq Life,Sijo,1,,,0,0.00
Bloomscape,SeaVees,5,,,0,0.00
Zensah,Character Home,9,,,0,0.00
Primally Pure,Consciously Baby,14,,,0,0.00
ByHeart,Once Upon a Farm,24,,,0,0.00
Kosas Cosmetics,Ponto Footwear,1,,,0,0.00
Whimsy and Row,Avocado Green Mattress,3,,,0,0.00
Le Monde Gourmand,Year & Day,51,,,0,0.00
jot,Dirty Labs,20,,,0,0.00
Sanzo,Crown Affair,2,,,0,0.00
Billion Dollar Beauty,Better & Better,2,,,0,0.00
Beginning Boutique,Bask Suncare,60,,,0,0.00
Joanna Vargas Skincare,MAXPRO Fitness,1,,,0,0.00
Spritz Society,Fable Home,3,,,0,0.00
Firebelly Tea,Bala,1,,,0,0.00
Conscia,Manduka,4,,,0,0.00
Curie,Common Era Jewelry,12,,,0,0.00
Casa de Sante,Bloomscape,5,,,0,0.00
Goodlife Clothing,jot,1,,,0,0.00
Sunfood Superfoods,Bokksu Market,3,,,0,0.00
Motherhood,Avocado Green Mattress,8,,,0,0.00
Faherty Brand,Nala Care,2,,,0,0.00
BelliWelli,Nood,4,,,0,0.00
Laura Geller,Year & Day,323,,,0,0.00
Carve Designs,KA! Empathogenics,1,,,0,0.00
Beekman 1802,Le Monde Gourmand,12,,,0,0.00
Pretzels.com,NEIWAI,4,,,0,0.00
Seoul Ceuticals,Highline Wellness,2,,,0,0.00
Dr. Squatch,happy being,51,,,0,0.00
Firebelly Tea,Houseplant,5,,,0,0.00
Tower 28 Beauty,iHeartRaves,25,,,0,0.00
esmi Skin Minerals,Oeuf,1,,,0,0.00
INTO THE AM,QALO,6,,,0,0.00
Sunfood Superfoods,Blueland,10,,,0,0.00
Corpus Naturals,Morphe,93,,,0,0.00
Coco Moon,True Botanicals,3,,,0,0.00
East Olivia,Birthdate Co.,5,,,0,0.00
Once Upon a Farm,Ry & Pen,65,,,0,0.00
Corpus Naturals,SENREVE,94,,,0,0.00
Spärkel Beverage Systems,Boie USA,1,,,0,0.00
Wondery,Sprout Living,40,,,0,0.00
KraveBeauty,Wildfang,43,,,0,0.00
EVER Skincare,Snuggle Me Organic,10,,,0,0.00
Beginning Boutique,CanDo,37,,,0,0.00
QALO,Little Words Project,12,,,0,0.00
Cleverman,Shinesty,4,,,0,0.00
Liquid I.V.,Dr. Motion,6,,,0,0.00
SENREVE,Tushbaby,5,,,0,0.00
Little Sleepies,Snuggle Me Organic,3,,,0,0.00
Liquid I.V.,Tia Lupita,13,,,0,0.00
SeaVees,Nutshell Coolers,4,,,0,0.00
Le Mini Macaron,Trace Minerals,2,,,0,0.00
jane iredale,Girlfriend Collective,39,,,0,0.00
Amazi Foods,Evergreen,1,,,0,0.00
Halfdays,Bloomscape,8,,,0,0.00
Bokksu Market,Dakine,2,,,0,0.00
WP Standard,Ursa Major,6,,,0,0.00
Spice Tribe,Year & Day,15,,,0,0.00
MantraBand,Wren + Glory,55,,,0,0.00
Bodily,Estella,13,,,0,0.00
SENREVE,LAY LO™,1,,,0,0.00
OrnamentallyYou,Gibsonlook,3,,,0,0.00
Halfdays,Nutshell Coolers,83,,,0,0.00
Giften Market,Fuse Lenses,4,,,0,0.00
BASIK CANDLE CO,Out of the Woods,1,,,0,0.00
Better & Better,True Classic,3,,,0,0.00
SolaWave,Yana Sleep,1,,,0,0.00
Liquid I.V.,CanDo,44,,,0,0.00
"Dermaclara, LLC",ettitude,2,,,0,0.00
biom,Beekman 1802,17,,,0,0.00
Gngr Labs,Natalist Co.,2,,,0,0.00
TriLASTIN,Coterie,2,,,0,0.00
SeaVees,UPSAINT,2,,,0,0.00
Kortni Jeane,Bellway,10,,,0,0.00
Covey Skincare,Seafolly Australia,2,,,0,0.00
LuminAID,Siete Foods,22,,,0,0.00
Las Jaras Wines,SolaWave,2,,,0,0.00
Giften Market,TriLASTIN,4,,,0,0.00
Coterie,Carve Designs,1,,,0,0.00
Pearl Street Swim,Bodily,15,,,0,0.00
Girlfriend Collective,Covey Skincare,32,,,0,0.00
Pulp Pantry,21Seeds Tequila,9,,,0,0.00
Spärkel Beverage Systems,Why and Whale,1,,,0,0.00
Oeuf,Dropps,6,,,0,0.00
Curie,Hydrant,2,,,0,0.00
Dagne Dover,Quitch,1,,,0,0.00
Laura Geller,LightWater Skin,7,,,0,0.00
Coco Moon,Morphe,74,,,0,0.00
Beekman 1802,Beyond Polish,70,,,0,0.00
Covey Skincare,Ruggish Co.,3,,,0,0.00
vitruvi,World Wide Stereo,1,,,0,0.00
Mario Badescu Skin Care,Lollipetals,3,,,0,0.00
EVER Skincare,vitruvi,4,,,0,0.00
QALO,Seafolly Australia,1,,,0,0.00
Dr. Squatch,Houseplant,37,,,0,0.00
Food Huggers,Caraway,19,,,0,0.00
jot,Molekule,3,,,0,0.00
120/Life,Modern Fuel,1,,,0,0.00
Tubby Todd Bath Co.,Mented Cosmetics,7,,,0,0.00
Crown Affair,Sonrei Skin,12,,,0,0.00
Kortni Jeane,Baby Tula,48,,,0,0.00
Sparq Life,jot,2,,,0,0.00
Gathre,Opopop,1,,,0,0.00
Volcom,Munk Pack,5,,,0,0.00
MantraBand,Character Home,1576,,,0,0.00
LightWater Skin,IVL Collective,1,,,0,0.00
Kortni Jeane,Ellie & Becks,22,,,0,0.00
Rains,Thorlos,31,,,0,0.00
The Secure Mat,eeBoo,1,,,0,0.00
Glimmer Wish,Raw Botanics,1,,,0,0.00
Whimsy and Row,Crown Affair,11,,,0,0.00
Beginning Boutique,Branch,97,,,0,0.00
Dropps,LIVELY,221,,,0,0.00
Ancient Nutrition,Beginning Boutique,51,,,0,0.00
EVER Skincare,ettitude,3,,,0,0.00
Le Mini Macaron,Muslin Comfort,59,,,0,0.00
Casa de Sante,good light,1,,,0,0.00
Crown Affair,Uncharted Coffee Supply,7,,,0,0.00
SACHEU Beauty,August Uncommon Tea,1,,,0,0.00
EVER Skincare,Nutshell Coolers,1,,,0,0.00
My Girl Wellness,Pretzels.com,5,,,0,0.00
Volcom,Dreamland Baby,22,,,0,0.00
SENREVE,wildwonder,1,,,0,0.00
vitruvi,Storq,7,,,0,0.00
Renewal Mill,Hedley & Bennett,8,,,0,0.00
good light,Dropps,49,,,0,0.00
QALO,Billy Reid,1,,,0,0.00
biom,NOMAD Grills,363,,,0,0.00
Dakine,Winky Lux,1,,,0,0.00
Mosi,ZOA Energy,4,,,0,0.00
Liquid I.V.,Baby Delight,5,,,0,0.00
Ancient Nutrition,Tula Skincare,1252,,,0,0.00
NOLEO,Ruggish Co.,3,,,0,0.00
Winky Lux,Sunfood Superfoods,7,,,0,0.00
True Made Foods,Sol de Janeiro,13,,,0,0.00
Kortni Jeane,ezpz,23,,,0,0.00
Princess Awesome,eeBoo,7,,,0,0.00
Dagne Dover,Haus of Brilliance,1,,,0,0.00
Selene,Sijo,1,,,0,0.00
AAVRANI,Caraway,40,,,0,0.00
Carve Designs,Moonglow,1069,,,0,0.00
Amazi Foods,Ursa Major,3,,,0,0.00
Amberjack,Ancient Nutrition,75,,,0,0.00
Elegant Baby,ettitude,1,,,0,0.00
Dagne Dover,Twillory,155,,,0,0.00
Marea,Snowyskin,4,,,0,0.00
The Plug Drink,BelliWelli,64,,,0,0.00
Primally Pure,Coffee Bros.,1,,,0,0.00
World Wide Stereo,ieró Beauty™,1,,,0,0.00
MatchaBar,Kindra,1,,,0,0.00
TriLASTIN,Muslin Comfort,1,,,0,0.00
Dirty Labs,Natemia,1,,,0,0.00
Amazi Foods,Pretzels.com,1,,,0,0.00
Firebelly Tea,SolaWave,8,,,0,0.00
Sensory Joy,Year & Day,13,,,0,0.00
Amberjack,Sprout Living,5,,,0,0.00
In Common,eyebobs,2,,,0,0.00
Giften Market,SENREVE,47,,,0,0.00
woolino,Modern Picnic,26,,,0,0.00
Thousand Fell,Distil Union,1,,,0,0.00
Winky Lux,SPONGELLE,307,,,0,0.00
SANS Meal Bar,JOI,27,,,0,0.00
Glimmer Wish,Safari Ltd,3,,,0,0.00
Dagne Dover,Seafolly Australia,82,,,0,0.00
Agni,Consciously Baby,2,,,0,0.00
Snuggle Me Organic,Dirty Labs,8,,,0,0.00
Crown Affair,iHeartRaves,16,,,0,0.00
Le Mini Macaron,iota,7,,,0,0.00
FullWell,Ponto Footwear,6,,,0,0.00
Corpus Naturals,Baby Tula,7,,,0,0.00
Once Upon a Farm,Corpus Naturals,1,,,0,0.00
Lollipetals,Kosterina,2,,,0,0.00
INTO THE AM,cbdMD,48,,,0,0.00
SENREVE,My Girl Wellness,1,,,0,0.00
Waterboy,Boie USA,10,,,0,0.00
Smith Teamaker,LuminAID,2,,,0,0.00
Food Huggers,woolino,4,,,0,0.00
Thousand Fell,RiotSociety.com,1,,,0,0.00
Create,Lalabu,3,,,0,0.00
Journ,INH Hair,1,,,0,0.00
maivino,World Wide Stereo,2,,,0,0.00
Thousand Fell,Wondery,3,,,0,0.00
Original Grain,NOTO Botanics,1,,,0,0.00
Liquid I.V.,Monica & Andy Inc.,942,,,0,0.00
Tini Lux,Bloomscape,1,,,0,0.00
Moku Foods,Modern Picnic,3,,,0,0.00
Inamorata,Bloomscape,1,,,0,0.00
Estella,Buffbunny Collection,2,,,0,0.00
Trace Minerals,Kijibae,4,,,0,0.00
Branch,Tula Skincare,73,,,0,0.00
Wondery,Electric Picks Jewelry,32,,,0,0.00
Les Belles,Curie,9,,,0,0.00
Dakine,SACHEU Beauty,1,,,0,0.00
Snibbs,Amberjack,1,,,0,0.00
Thorlos,Seoul Ceuticals,1,,,0,0.00
True Made Foods,esmi Skin Minerals,1,,,0,0.00
120/Life,Dagne Dover,7,,,0,0.00
SeaVees,Beekman 1802,16,,,0,0.00
Common Heir,Surely Wines,2,,,0,0.00
Revolution Cooking,Muslin Comfort,34,,,0,0.00
Winky Lux,Highline Wellness,11,,,0,0.00
Liquid I.V.,iHeartRaves,11,,,0,0.00
OrnamentallyYou,Siblings,3,,,0,0.00
Haand Inc,SPONGELLE,7,,,0,0.00
jot,Ursa Major,23,,,0,0.00
KraveBeauty,SENREVE,10,,,0,0.00
Renewal Mill,Bloomscape,1,,,0,0.00
Trace Minerals,Seoul Ceuticals,7,,,0,0.00
ETICA Denim,Haus of Brilliance,1,,,0,0.00
Spice Tribe,SENREVE,3,,,0,0.00
Kortni Jeane,Year & Day,21,,,0,0.00
The Secure Mat,OrnamentallyYou,10,,,0,0.00
woolino,Dakine,1,,,0,0.00
Parken Jewelry,Ami Colé,1,,,0,0.00
Lalabu,Petunia Pickle Bottom,18,,,0,0.00
Boie USA,Dollar Shave Club,84,,,0,0.00
Ancient Nutrition,Lunya,2831,,,0,0.00
Afloral,Alkavida,1,,,0,0.00
sproos!,Food Huggers,1,,,0,0.00
Lily Jade,HATCH,3,,,0,0.00
Divi,HATCH,64,,,0,0.00
Tower 28 Beauty,Degs & Sal,32,,,0,0.00
ELVY Lab,Vegamour,5,,,0,0.00
happy being,INBLOOM,2,,,0,0.00
FullWell,Out of the Woods,3,,,0,0.00
Rains,EVER Skincare,5,,,0,0.00
Tower 28 Beauty,Felix Gray,9,,,0,0.00
Zensah,Rains,2,,,0,0.00
INTO THE AM,SeaVees,42,,,0,0.00
World Wide Stereo,Zensah,1,,,0,0.00
Koio,Gibsonlook,4,,,0,0.00
Le Mini Macaron,Alpha-H,1,,,0,0.00
Molekule,jane iredale,28,20,5,1,10.00
Faherty Brand,Curie,292,10,5,2,10.00
MATE the Label,HATCH,3,40,10,1,10.00
Seafolly Australia,SolaWave,10,50,10,1,10.00
Highline Wellness,Little Words Project,16,15,10,1,10.00
Gathre,Consciously Baby,31,15,10,1,10.00
Thorlos,Beekman 1802,152,35,10,1,10.00
Le Mini Macaron,Saranoni Luxury Blankets,34,15,10,1,10.00
Nuudii System,Beekman 1802,78,35,10,1,10.00
Branch,NOTO Botanics,5,15,10,1,10.00
Spyder,Sol de Janeiro,1370,20,10,2,10.00
Tubby Todd Bath Co.,Kortni Jeane,150,10,5,2,10.00
MAXPRO Fitness,Dollar Shave Club,821,30,3,3,10.00
Blueland,Shinesty,37,20,10,1,10.00
Bodily,Little Words Project,31,15,10,1,10.00
Lollipetals,Sol de Janeiro,48,20,10,1,10.00
Carve Designs,SolaWave,126,50,10,1,10.00
Volcom,Curie,41,10,5,2,10.00
Consciously Baby,Saranoni Luxury Blankets,74,15,10,1,10.00
Ancient Nutrition,Ursa Major,219,30,10,1,9.98
Corpus Naturals,Boie USA,59,8,5,1,8.00
Pretzels.com,Tubby Todd Bath Co.,39,15,8,1,8.00
Nutshell Coolers,Siete Foods,2,20,8,1,8.00
Tubby Todd Bath Co.,Moby Wrap,65,8,6,1,8.00
Bodily,Otteroo,39,4,2,2,5.75
ByHeart,Natemia,2,15,5,1,5.00
Licorice,cbdMD,48,20,5,1,5.00
Nood,cbdMD,15,20,5,1,5.00
Tula Skincare,Dropps,7,25,5,1,5.00
ARMRA Colostrum™,cbdMD,34,20,5,1,5.00
jane iredale,Doggy Do Good,4,20,5,1,5.00
Create,Dollar Shave Club,176,30,5,1,5.00
Dollar Shave Club,cbdMD,68,20,5,1,5.00
Ancient Nutrition,Girlfriend Collective,7,25,5,1,5.00
jane iredale,Trace Minerals,20,20,10,1,10.00
Amberjack,Waterboy,263,25,10,1,10.00
Create,Sol de Janeiro,449,20,10,2,10.00
Laura Geller,iota,184,18,10,1,10.00
Tini Lux,Carve Designs,12,60,10,1,10.00
Rains,Doré,15,40,10,1,10.00
Crown Affair,Little Words Project,592,15,10,1,10.00
happy being,BlendJet,11,10,5,1,10.00
Le Mini Macaron,Carve Designs,44,60,10,1,10.00
Tower 28 Beauty,Carve Designs,398,60,10,1,10.00
Dagne Dover,MantraBand,100,35,10,1,10.00
Laura Geller,Doré,55,40,10,1,10.00
Ritual Zero Proof,Primally Pure,349,10,0,1,10.00
Wolf & Shepherd,Little Words Project,2,15,10,1,10.00
ARMRA Colostrum™,INTO THE AM,8,20,10,1,10.00
BlendJet,Little Words Project,122,15,10,1,10.00
Laura Geller,The CrunchCup,15,9,5,1,9.00
Giften Market,Volcom,16,15,8,1,8.00
Afloral,Buffbunny Collection,86,12,4,2,8.00
Tubby Todd Bath Co.,Siete Foods,67,20,8,1,8.00
Newton Baby,Motherhood,151,40,7,1,7.00
Liquid I.V.,Mario Badescu Skin Care,405,12,6,1,6.00
Afloral,True Botanicals,247,15,5,1,5.00
Dakine,Twillory,66,15,5,1,5.00
Baby Delight,Baby Tula,146,10,5,1,5.00
Ancient Nutrition,True Botanicals,6,15,5,1,5.00
Tubby Todd Bath Co.,cbdMD,43,20,5,1,5.00
Girlfriend Collective,BlendJet,408,10,5,1,5.00
Volcom,Tower 28 Beauty,17,15,5,1,5.00
Snuggle Me Organic,Curie,8,10,5,1,5.00
eyebobs,Ami Colé,1,20,5,1,5.00
Bokksu Market,Kosterina,34,50,5,1,5.00
Waterboy,Dropps,42,25,5,1,5.00
Licorice,Dollar Shave Club,58,30,5,1,5.00
Create,The HoneyPot,9,15,5,1,5.00
Nood,Curie,136,10,5,1,5.00
Thorlos,Muslin Comfort,68,75,5,1,5.00
Tubby Todd Bath Co.,Curie,75,10,5,1,5.00
Seafolly Australia,jane iredale,14,20,5,1,5.00
Kosas Cosmetics,Carve Designs,258,60,10,1,10.00
Beyond Polish,Birthdate Co.,65,50,10,1,10.00
Rains,Siblings,33,18,10,1,10.00
Coco Moon,Tubby Todd Bath Co.,532,10,0,1,10.00
Dropps,MantraBand,15,35,10,1,10.00
Licorice,Glamnetic,115,30,10,1,10.00
SeaVees,Sol de Janeiro,50,20,10,1,10.00
Electric Picks Jewelry,Buffbunny Collection,65,12,4,2,8.00
Ritual Zero Proof,Siete Foods,24,20,8,1,8.00
Blueland,Mario Badescu Skin Care,27,12,6,1,6.00
ARMRA Colostrum™,Newton Baby,143,3,0,2,6.00
Serenity Kids,Newton Baby,1270,3,0,2,6.00
Rains,Dollar Shave Club,214,30,5,1,5.00
Carve Designs,The HoneyPot,16,15,5,1,5.00
Liquid I.V.,Curie,718,10,5,1,5.00
eyebobs,True Botanicals,27,15,5,1,5.00
MantraBand,Tower 28 Beauty,361,15,5,1,5.00
Bodily,woolino,406,12,5,1,5.00
Dr. Squatch,Muslin Comfort,47,75,5,1,5.00
Primally Pure,BlendJet,958,10,5,1,5.00
Laura Geller,Tini Lux,180,30,5,1,5.00
woolino,Dropps,340,25,3,2,5.00
Once Upon a Farm,Curie,2,10,5,1,5.00
Dagne Dover,Tower 28 Beauty,509,15,5,1,5.00
Dagne Dover,woolino,320,12,5,1,5.00
ARMRA Colostrum™,SolaWave,639,50,10,1,10.00
Carve Designs,jane iredale,141,20,5,2,10.00
Tubby Todd Bath Co.,SolaWave,372,50,10,1,10.00
Once Upon a Farm,Baby Tula,91,10,5,1,10.00
Ritual Zero Proof,Glamnetic,439,30,10,1,10.00
EVER Skincare,BlendJet,390,10,5,1,10.00
Gathre,Saranoni Luxury Blankets,788,15,10,1,10.00
Cali's Books,Monica & Andy Inc.,326,45,10,1,10.00
Laura Geller,INH Hair,1035,40,10,1,10.00
Glimmer Wish,Monica & Andy Inc.,37,45,10,1,10.00
Molekule,Bala,7,10,5,1,10.00
jane iredale,Boie USA,20,8,5,1,8.00
Olive & June,Buffbunny Collection,2,12,4,1,8.00
Aura Bora,Siete Foods,4,20,8,1,8.00
Tubby Todd Bath Co.,Cali's Books,46,15,8,1,8.00
Dagne Dover,Dieux Skin,967,2,1,5,7.00
Gathre,BlendJet,146,10,5,1,5.00
Le Mini Macaron,Tini Lux,70,30,5,1,5.00
Blueland,Doggy Do Good,20,20,5,1,5.00
Halfdays,Dropps,22,25,5,1,5.00
FullWell,Baby Tula,31,10,5,1,5.00
Toad&Co,Dropps,40,25,5,1,5.00
MantraBand,True Botanicals,115,15,5,1,5.00
INTO THE AM,Dollar Shave Club,1704,30,5,1,5.00
Volcom,jane iredale,94,20,5,1,5.00
Schoolyard Snacks,BlendJet,288,10,5,1,5.00
Hedley & Bennett,Dropps,2,25,5,1,5.00
Girlfriend Collective,Tower 28 Beauty,675,15,5,1,5.00
Shinesty,cbdMD,2,20,5,1,5.00
Toad&Co,Vegamour,91,50,5,1,5.00
Bala,Girlfriend Collective,1606,25,5,1,5.00
MAXPRO Fitness,Tushbaby,99,18,5,1,5.00
Beyond Polish,Dieux Skin,994,2,1,5,5.00
Dame,Dollar Shave Club,135,30,5,1,5.00
Newton Baby,Bad Birdie,69,50,5,1,5.00
Winky Lux,Curie,268,10,5,1,5.00
Inamorata,INH Hair,109,40,10,1,10.00
jane iredale,HATCH,28,40,10,1,10.00
ARMRA Colostrum™,Saranoni Luxury Blankets,54,15,10,1,10.00
Opopop,Siblings,7,18,10,1,10.00
Consciously Baby,Lalo,161,20,10,1,10.00
SortJoy,Little Words Project,4,15,10,1,10.00
Dropps,Girlfriend Collective,415,25,5,2,10.00
Liquid I.V.,SeaVees,88,10,10,1,10.00
Dr. Squatch,Ritual Zero Proof,108,35,10,1,10.00
Blueland,Waterboy,31,25,10,1,10.00
Coco Moon,Petunia Pickle Bottom,161,20,10,1,10.00
OUAI,Siblings,1019,18,10,1,10.00
Beekman 1802,Muslin Comfort,49,75,5,2,10.00
Lalabu,Saranoni Luxury Blankets,23,15,10,1,10.00
Dagne Dover,"Dermaclara, LLC",237,15,10,1,10.00
Beyond Polish,Kosterina,18,50,5,2,10.00
Nood,Buffbunny Collection,79,12,4,2,8.00
Ami Colé,Buffbunny Collection,1,12,4,2,8.00
Once Upon a Farm,Motherhood,232,40,7,1,7.00
MAXPRO Fitness,Motherhood,26,40,7,1,7.00
Beginning Boutique,Curie,507,10,5,1,5.00
Beyond Polish,True Botanicals,92,15,5,1,5.00
vitruvi,BlendJet,82,10,5,1,5.00
Dagne Dover,Kortni Jeane,31,10,5,1,5.00
Newton Baby,jane iredale,35,20,5,1,5.00
Beyond Polish,BlendJet,3237,10,5,1,5.00
Nood,Dollar Shave Club,541,30,5,1,5.00
Laura Geller,Thorlos,967,15,5,1,5.00
Waterboy,Tower 28 Beauty,20,15,5,1,5.00
Blueland,Kosterina,29,50,5,1,5.00
Licorice,jane iredale,107,20,5,1,5.00
Dame,Vegamour,325,50,5,1,5.00
Snuggle Me Organic,Dropps,64,25,5,1,5.00
KraveBeauty,MantraBand,2,35,10,1,10.00
Serenity Kids,Monica & Andy Inc.,309,45,10,1,10.00
Motherhood,HATCH,75,40,10,1,10.00
Moby Wrap,Lalo,8,20,10,1,10.00
Once Upon a Farm,Saranoni Luxury Blankets,179,15,10,1,10.00
Birthdate Co.,Monica & Andy Inc.,16,45,10,1,10.00
Molekule,Little Words Project,10,15,10,1,10.00
Dieux Skin,Little Words Project,4,15,10,1,10.00
jane iredale,Better & Better,2,25,10,1,10.00
Amberjack,iota,38,18,10,1,10.00
My Medic,Sprout Living,234,30,5,1,10.00
Gathre,Petunia Pickle Bottom,27,20,10,1,10.00
Motherhood,Glamnetic,10,30,10,1,10.00
Liquid I.V.,Glimmer Wish,4,18,10,1,10.00
Coterie,Newton Baby,2586,3,0,3,9.00
Blueland,Tubby Todd Bath Co.,652,11,1,6,8.00
Vegamour,Buffbunny Collection,10,12,4,2,8.00
Tower 28 Beauty,Boie USA,280,8,5,1,8.00
Willow Pumps,Buffbunny Collection,1,12,4,2,8.00
Opopop,Buffbunny Collection,25,12,4,1,8.00
Curie,Buffbunny Collection,58,12,4,2,8.00
Carve Designs,Tubby Todd Bath Co.,105,15,8,1,8.00
Coterie,Otteroo,96,4,2,2,7.50
Blueland,eeBoo,22,7,5,1,7.00
Lalabu,Newton Baby,236,3,0,3,6.00
Halfdays,Dieux Skin,3645,2,1,4,6.00
Dagne Dover,Mario Badescu Skin Care,148,12,6,1,6.00
Opopop,Tiege Hanley,8,25,5,1,5.00
Carve Designs,Curie,58,10,5,1,5.00
Dropps,True Botanicals,56,15,5,1,5.00
Laura Geller,Doggy Do Good,52,20,5,1,5.00
Snuggle Me Organic,Vegamour,693,50,5,1,5.00
WP Standard,eeBoo,2,7,5,1,5.00
My Girl Wellness,BlendJet,59,10,5,1,5.00
iota,Girlfriend Collective,104,25,5,1,5.00
Liquid I.V.,Dropps,240,25,5,1,5.00
Faherty Brand,Tiege Hanley,34,25,5,1,5.00
Le Mini Macaron,Girlfriend Collective,844,25,5,1,5.00
Crown Affair,My Girl Wellness,58,5,2,1,5.00
Ancient Nutrition,Bad Birdie,8,50,5,1,5.00
Waterboy,cbdMD,14,20,5,1,5.00
jot,Glamnetic,79,30,10,1,10.00
Le Mini Macaron,Beekman 1802,101,35,10,1,10.00
Rains,SeaVees,489,10,10,1,10.00
SolaWave,Beekman 1802,129,35,10,1,10.00
Natalist Co.,Little Words Project,4,15,10,1,10.00
Coco Moon,Carve Designs,76,60,10,1,10.00
Blueland,Ritual Zero Proof,48,35,10,1,10.00
SENREVE,SolaWave,20,50,10,1,10.00
Tower 28 Beauty,Little Words Project,2315,15,10,1,10.00
SolaWave,Lalo,31,20,10,1,10.00
Bad Birdie,cbdMD,15,20,5,2,10.00
Blueland,Alpyn Beauty,15,40,10,1,10.00
Dagne Dover,Coco Moon,130,25,10,1,10.00
Primally Pure,Kosterina,25,50,5,2,10.00
Dirty Labs,SolaWave,263,50,10,1,10.00
Beyond Polish,Ritual Zero Proof,24,35,10,1,10.00
Trace Minerals,HATCH,45,40,10,1,10.00
Primally Pure,Carve Designs,235,60,10,1,10.00
Pretzels.com,Shinesty,109,20,10,1,10.00
Beekman 1802,Dropps,124,25,5,2,10.00
SENREVE,Glamnetic,64,30,10,1,10.00
Nood,"Dermaclara, LLC",104,15,10,1,10.00
Liquid I.V.,Lalo,105,20,10,1,10.00
Dagne Dover,Beyond Polish,233,8,0,1,8.00
Licorice,Beyond Polish,1133,8,0,1,8.00
Ancient Nutrition,Beyond Polish,33,8,0,1,8.00
Licorice,Spyder,39,15,7,1,7.00
SENREVE,Motherhood,10,40,7,1,7.00
Dame,Dieux Skin,3768,2,1,4,6.00
Sijo,Dropps,2,25,5,1,5.00
LIVELY,Curie,110,10,5,1,5.00
Petaluma,Dropps,8,25,5,1,5.00
Homesick Candles,Bad Birdie,6,50,5,1,5.00
Koio,Twillory,368,15,5,1,5.00
ARMRA Colostrum™,Thorlos,19,15,5,1,5.00
Honest,Dropps,10,25,5,1,5.00
Posh Peanut,eeBoo,2,7,5,1,5.00
Waterboy,Thorlos,7,15,5,1,5.00
Foria,BlendJet,1808,10,5,1,5.00
Spyder,Curie,227,10,5,1,5.00
Spyder,Vegamour,869,50,5,1,5.00
Dagne Dover,Bad Birdie,241,50,5,1,5.00
GRIP6,Dollar Shave Club,314,30,5,1,5.00
Boie USA,Vegamour,241,50,5,1,5.00
Maverick & Co.,cbdMD,5,20,5,1,5.00
MATE the Label,True Botanicals,2,15,5,1,5.00
Volcom,cbdMD,29,20,5,1,5.00
Haus of Brilliance,BlendJet,4,10,5,1,5.00
Coterie,Dropps,29,25,5,1,5.00
Tubby Todd Bath Co.,Bad Birdie,315,50,5,2,10.00
Covey Skincare,HATCH,8,40,10,1,10.00
P.S.,NOTO Botanics,23,15,10,1,10.00
Divi,Saranoni Luxury Blankets,185,15,10,1,10.00
Le Mini Macaron,Dollar Shave Club,213,30,5,2,10.00
Girlfriend Collective,TriLASTIN,25,40,10,1,10.00
Seoul Ceuticals,Sol de Janeiro,137,20,10,1,10.00
ARMRA Colostrum™,Coco Moon,8,25,10,1,10.00
Molekule,Trace Minerals,5,20,10,1,10.00
Carve Designs,BlendJet,642,10,5,1,10.00
Doré,Little Words Project,3,15,10,1,10.00
Newton Baby,ByHeart,70,30,10,1,10.00
Liquid I.V.,Birthdate Co.,138,50,10,1,10.00
jot,Ritual Zero Proof,16,35,10,1,10.00
Branch,Bad Birdie,52,50,5,2,10.00
WP Standard,Carve Designs,9,60,10,1,10.00
Oeuf,HATCH,54,40,10,1,10.00
Consciously Baby,Tubby Todd Bath Co.,135,10,0,2,10.00
Create,SolaWave,95,50,10,1,10.00
Liquid I.V.,Siblings,56,18,10,1,10.00
ezpz,Dropps,24,25,5,2,10.00
Blueland,Little Words Project,113,15,10,1,10.00
happy being,Ursa Major,5,30,10,1,9.98
AAVRANI,Buffbunny Collection,18,12,4,1,8.00
Afloral,Volcom,51,15,8,1,8.00
Laura Geller,Volcom,1230,15,8,1,8.00
Pretzels.com,Buffbunny Collection,17,12,4,1,8.00
Girlfriend Collective,Highline Wellness,85,35,7,1,7.00
Coco Moon,Newton Baby,287,3,0,2,6.00
